image,dataset,group_id,split,has_polyp,n_small
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/85.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/86.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/87.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/88.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/89.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/9.png,CVC-ClinicDB,cvc_seq_1,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/90.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/91.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/92.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/93.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/94.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/95.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/96.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/97.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/98.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/99.png,CVC-ClinicDB,cvc_seq_5,train,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/118.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/151.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/106.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/114.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/108.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/13.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/191.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/134.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/72.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/66.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/117.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/10.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/153.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/177.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/24.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/135.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/8.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/158.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/164.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/186.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/9.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/4.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/52.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/141.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/74.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/36.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/96.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/1.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/174.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/70.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/71.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/137.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/61.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/130.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/100.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/125.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/119.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/156.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/150.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/77.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/127.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/38.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/73.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/43.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/147.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/62.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/6.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/39.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/138.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/173.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/60.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/3.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/178.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/21.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/194.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/83.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/27.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/175.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/192.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/46.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/79.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/26.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/183.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/19.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/50.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/90.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/136.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/16.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/179.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/88.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/2.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/161.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/123.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/180.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/67.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/30.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/189.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/157.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/168.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/18.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/172.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/76.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/37.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/69.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/98.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/59.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/166.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/84.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/111.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/35.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/12.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/28.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/89.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/107.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/176.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/120.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/75.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/33.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/15.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/42.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/121.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/193.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/56.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/11.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/163.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/144.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/171.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/23.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/5.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/139.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/63.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/185.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/131.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/102.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/126.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/25.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/81.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/82.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/110.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/109.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/124.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/154.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/146.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/93.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/97.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/152.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/184.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/165.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/132.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/64.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/22.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/85.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/103.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/195.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/116.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/104.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/182.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/167.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/113.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/101.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/45.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/149.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/155.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/91.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/55.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/54.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/142.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/148.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/51.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/58.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/169.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/105.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/112.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/48.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/140.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/170.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/40.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/41.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/94.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/143.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/187.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/160.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/133.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/32.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/128.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/53.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/65.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/162.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/47.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/129.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/14.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/86.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/196.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/80.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/57.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/190.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/159.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/34.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/122.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/92.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/188.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/181.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/7.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/49.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/44.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/99.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/31.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/78.png,ETIS-Larib,etis,ood_test,1,1
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/95.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/145.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/115.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/20.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/29.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/68.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/17.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/ETIS-LaribPolypDB/images/87.png,ETIS-Larib,etis,ood_test,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7g7ba42z310987bqzbi2bq.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5chrxxawka0871qcj171yz.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5wi6bqlxy90755bu227nvb.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zy1e49pqk0878t6ncqn12.jpg,Kvasir-SEG,kvasir,val,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7cq6su27qv075574dir0r3.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7787c5yy3l080159mwqsnj.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8aeei7q8k308173n9y4klv.jpg,Kvasir-SEG,kvasir,test,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju77bvg0yv4r0987yh60xmjo.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7d1tvt25bu08019dvw3uff.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7fmvpk2q170987v6i3ola8.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7cue9b232j0801qdzk1ykj.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3ul8dogf1z09872y2ecowp.jpg,Kvasir-SEG,kvasir,val,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju84aoa3ktwn0755pfl4gfwd.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2yyhsp933j0855hp32e012.jpg,Kvasir-SEG,kvasir,train,1,0
/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8bzzy2s66m08016z6mouqt.jpg,Kvasir-SEG,kvasir,train,1,0
