dataset,image,group_id,polyp_idx,xmin,ymin,xmax,ymax,img_h,img_w,seg_area_native,seg_area_640,bbox_area_640,rel_area_pct,size_coco,size_coco_native,size_clinical,diam_px_640
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/449.png,cvc_seq_22,0,152,79,231,163,288,384,4882,13561,18889,4.414,large,medium,medium,131.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/45.png,cvc_seq_2,0,173,172,278,247,288,384,6285,17458,22378,5.683,large,medium,medium,149.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/450.png,cvc_seq_22,0,201,69,259,130,288,384,2759,7664,10161,2.495,medium,medium,medium,98.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/451.png,cvc_seq_22,0,219,70,269,124,288,384,2158,5994,7792,1.951,medium,medium,small,87.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/452.png,cvc_seq_22,0,184,124,255,193,288,384,3682,10228,14000,3.329,large,medium,medium,114.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/453.png,cvc_seq_22,0,174,77,242,153,288,384,4054,11261,14758,3.666,large,medium,medium,119.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/454.png,cvc_seq_22,0,155,27,243,124,288,384,6497,18047,24228,5.875,large,medium,medium,151.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/455.png,cvc_seq_22,0,178,67,279,173,288,384,8402,23339,30317,7.597,large,medium,medium,172.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/456.png,cvc_seq_22,0,166,49,279,179,288,384,10900,30278,41483,9.856,large,large,large,196.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/457.png,cvc_seq_22,0,102,76,225,196,288,384,9764,27122,41678,8.829,large,large,large,185.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/458.png,cvc_seq_22,0,161,132,252,214,288,384,4612,12811,21211,4.17,large,medium,medium,127.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/459.png,cvc_seq_22,0,219,74,287,150,288,384,4190,11639,14758,3.789,large,medium,medium,121.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/46.png,cvc_seq_2,0,108,84,223,154,288,384,6339,17608,22878,5.732,large,medium,medium,149.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/460.png,cvc_seq_22,0,208,117,289,201,288,384,5364,14900,19361,4.85,large,medium,medium,137.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/461.png,cvc_seq_22,0,196,58,282,153,288,384,6585,18292,23200,5.954,large,medium,medium,152.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/462.png,cvc_seq_22,0,143,91,245,188,288,384,7591,21086,28039,6.864,large,medium,medium,163.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/463.png,cvc_seq_22,0,145,95,266,225,288,384,11680,32444,44394,10.561,large,large,large,203.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/464.png,cvc_seq_22,0,171,40,268,153,288,384,8512,23644,31033,7.697,large,medium,medium,173.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/465.png,cvc_seq_22,0,129,121,259,247,288,384,12053,33481,46214,10.899,large,large,large,206.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/466.png,cvc_seq_22,0,158,49,269,182,288,384,11347,31519,41689,10.26,large,large,large,200.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/467.png,cvc_seq_23,0,128,48,286,236,288,384,9826,27294,83475,8.885,large,large,large,186.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/468.png,cvc_seq_23,0,102,28,284,189,288,384,11824,32844,82350,10.692,large,large,large,204.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/469.png,cvc_seq_23,0,146,29,311,214,288,384,13356,37100,85767,12.077,large,large,large,217.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/47.png,cvc_seq_2,0,123,119,258,217,288,384,10397,28881,37400,9.401,large,large,medium,191.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/470.png,cvc_seq_23,0,82,92,271,281,288,384,9953,27647,100278,9.0,large,large,large,187.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/471.png,cvc_seq_23,0,106,27,304,258,288,384,21515,59764,128244,19.454,large,large,large,275.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/472.png,cvc_seq_23,0,60,26,319,236,288,384,22982,63839,152389,20.781,large,large,large,285.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/473.png,cvc_seq_23,0,107,27,300,185,288,384,16813,46703,85683,15.203,large,large,large,243.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/474.png,cvc_seq_23,0,88,27,302,203,288,384,18848,52356,105708,17.043,large,large,large,258.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/475.png,cvc_seq_23,0,60,26,309,217,288,384,23771,66031,133333,21.494,large,large,large,290.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/476.png,cvc_seq_23,0,89,27,314,271,288,384,19763,54897,153806,17.87,large,large,large,264.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/477.png,cvc_seq_23,0,84,28,314,274,288,384,19698,54717,158492,17.811,large,large,large,263.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/478.png,cvc_seq_23,0,78,26,318,279,288,384,22694,63039,170039,20.52,large,large,large,283.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/479.png,cvc_seq_24,0,94,86,243,242,288,384,17316,48100,65417,15.658,large,large,large,247.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/48.png,cvc_seq_2,0,65,53,166,120,288,384,5046,14017,19267,4.563,large,medium,medium,133.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/480.png,cvc_seq_24,0,98,86,246,227,288,384,15712,43644,58772,14.207,large,large,large,235.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/481.png,cvc_seq_24,0,106,83,250,225,288,384,15015,41708,57597,13.577,large,large,large,230.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/482.png,cvc_seq_24,0,84,86,252,254,288,384,21633,60092,79336,19.561,large,large,large,276.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/483.png,cvc_seq_24,0,91,78,258,251,288,384,22022,61172,81200,19.913,large,large,large,279.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/484.png,cvc_seq_24,0,113,85,267,243,288,384,18480,51333,68458,16.71,large,large,large,255.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/485.png,cvc_seq_24,0,125,97,263,244,288,384,14550,40417,57144,13.156,large,large,large,226.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/486.png,cvc_seq_24,0,148,162,242,248,288,384,5709,15858,22958,5.162,large,medium,medium,142.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/487.png,cvc_seq_24,0,109,183,246,280,288,384,11517,31992,37567,10.414,large,large,medium,201.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/488.png,cvc_seq_24,0,95,181,236,280,288,384,11974,33261,39444,10.827,large,large,medium,205.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/489.png,cvc_seq_24,0,61,79,272,280,288,384,32065,89069,118956,28.994,large,large,large,336.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/49.png,cvc_seq_2,0,95,187,229,270,288,384,8882,24672,31500,8.031,large,medium,medium,177.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/490.png,cvc_seq_24,0,76,26,349,280,288,384,54148,150411,194083,48.962,large,large,large,437.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/491.png,cvc_seq_24,0,134,27,296,208,288,384,20733,57592,82406,18.747,large,large,large,270.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/492.png,cvc_seq_24,0,137,104,322,259,288,384,22665,62958,80600,20.494,large,large,large,283.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/493.png,cvc_seq_24,0,142,130,318,274,288,384,20898,58050,71292,18.896,large,large,large,271.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/494.png,cvc_seq_24,0,153,144,326,280,288,384,17980,49944,66217,16.258,large,large,large,252.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/495.png,cvc_seq_24,0,112,122,279,280,288,384,20606,57239,74200,18.632,large,large,large,270.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/496.png,cvc_seq_24,0,107,131,270,280,288,384,18881,52447,68333,17.073,large,large,large,258.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/497.png,cvc_seq_24,0,61,57,293,280,288,384,39545,109847,144978,35.758,large,large,large,374.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/498.png,cvc_seq_24,0,100,80,291,278,288,384,28690,79694,106133,25.942,large,large,large,318.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/499.png,cvc_seq_24,0,110,86,295,278,288,384,26694,74150,99717,24.137,large,large,large,307.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/5.png,cvc_seq_1,0,40,135,259,279,288,384,18721,52003,88611,16.928,large,large,large,257.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/50.png,cvc_seq_2,0,155,97,226,156,288,384,2944,8178,12000,2.662,medium,medium,medium,102.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/500.png,cvc_seq_24,0,151,103,295,249,288,384,14733,40925,59208,13.322,large,large,large,228.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/501.png,cvc_seq_24,0,153,128,307,279,288,384,16924,47011,65444,15.303,large,large,large,244.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/502.png,cvc_seq_24,0,136,115,296,278,288,384,19603,54453,73344,17.726,large,large,large,263.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/503.png,cvc_seq_24,0,117,110,288,280,288,384,22955,63764,81700,20.756,large,large,large,284.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/504.png,cvc_seq_25,0,105,141,204,267,288,384,10090,28028,35278,9.124,large,large,medium,188.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/505.png,cvc_seq_25,0,72,79,194,239,288,384,15216,42267,55008,13.759,large,large,large,232.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/506.png,cvc_seq_25,0,43,46,255,280,288,384,44695,124153,139042,40.414,large,large,large,397.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/507.png,cvc_seq_25,0,44,83,302,280,288,384,41092,114144,142450,37.156,large,large,large,381.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/508.png,cvc_seq_25,0,149,101,279,260,288,384,16435,45653,58222,14.861,large,large,large,241.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/509.png,cvc_seq_25,0,173,77,286,227,288,384,12498,34717,47817,11.301,large,large,large,210.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/51.png,cvc_seq_3,0,169,153,202,195,288,384,1081,3003,4061,0.977,medium,medium,small,61.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/510.png,cvc_seq_25,0,191,63,295,205,288,384,11543,32064,41708,10.437,large,large,large,202.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/511.png,cvc_seq_25,0,106,77,187,186,288,384,6983,19397,25056,6.314,large,medium,medium,157.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/512.png,cvc_seq_25,0,146,143,244,239,288,384,6611,18364,26675,5.978,large,medium,medium,152.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/513.png,cvc_seq_25,0,118,99,229,200,288,384,7785,21625,31733,7.039,large,medium,medium,165.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/514.png,cvc_seq_25,0,173,136,325,232,288,384,10401,28892,41225,9.405,large,large,large,191.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/515.png,cvc_seq_25,0,146,129,283,221,288,384,8534,23706,35650,7.717,large,medium,medium,173.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/516.png,cvc_seq_25,0,134,115,253,257,288,384,13278,36883,47667,12.006,large,large,large,216.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/517.png,cvc_seq_25,0,72,172,184,273,288,384,8382,23283,32017,7.579,large,medium,medium,172.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/518.png,cvc_seq_25,0,91,167,194,257,288,384,6944,19289,26289,6.279,large,medium,medium,156.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/519.png,cvc_seq_25,0,154,115,314,265,288,384,17452,48478,67531,15.781,large,large,large,248.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/52.png,cvc_seq_3,0,221,98,254,136,288,384,1050,2917,3683,0.949,medium,medium,small,60.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/520.png,cvc_seq_25,0,72,137,267,279,288,384,21827,60631,77856,19.737,large,large,large,277.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/521.png,cvc_seq_25,0,105,121,237,226,288,384,10150,28194,39161,9.178,large,large,medium,189.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/522.png,cvc_seq_25,0,80,121,193,206,288,384,7477,20769,27233,6.761,large,medium,medium,162.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/523.png,cvc_seq_25,0,66,178,155,248,288,384,4861,13503,17750,4.395,large,medium,medium,131.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/524.png,cvc_seq_25,0,104,147,290,280,288,384,19764,54900,69606,17.871,large,large,large,264.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/525.png,cvc_seq_25,0,110,176,243,280,288,384,10931,30364,39083,9.884,large,large,medium,196.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/526.png,cvc_seq_25,0,117,104,234,202,288,384,8567,23797,32450,7.746,large,medium,medium,174.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/527.png,cvc_seq_25,0,155,199,279,280,288,384,8483,23564,28472,7.671,large,medium,medium,173.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/528.png,cvc_seq_25,0,159,109,292,210,288,384,10623,29508,37967,9.606,large,large,medium,193.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/529.png,cvc_seq_26,0,187,120,230,197,288,384,2610,7250,9533,2.36,medium,medium,small,96.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/53.png,cvc_seq_3,0,279,148,310,181,288,384,819,2275,3022,0.741,medium,small,small,53.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/530.png,cvc_seq_26,0,152,65,194,139,288,384,2533,7036,8958,2.29,medium,medium,small,94.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/531.png,cvc_seq_26,0,183,131,232,207,288,384,2916,8100,10694,2.637,medium,medium,medium,101.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/532.png,cvc_seq_26,0,223,44,278,130,288,384,3527,9797,13533,3.189,large,medium,medium,111.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/533.png,cvc_seq_26,0,211,49,268,157,288,384,4749,13192,17561,4.294,large,medium,medium,129.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/534.png,cvc_seq_26,0,211,86,274,207,288,384,6125,17014,21689,5.538,large,medium,medium,147.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/535.png,cvc_seq_26,0,205,85,275,204,288,384,6495,18042,23667,5.873,large,medium,medium,151.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/536.png,cvc_seq_26,0,84,125,151,247,288,384,6836,18989,23233,6.181,large,medium,medium,155.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/537.png,cvc_seq_26,0,206,65,268,158,288,384,4375,12153,16450,3.956,large,medium,medium,124.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/538.png,cvc_seq_26,0,222,76,284,177,288,384,4543,12619,17850,4.108,large,medium,medium,126.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/539.png,cvc_seq_26,0,242,64,323,195,288,384,7401,20558,30067,6.692,large,medium,medium,161.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/54.png,cvc_seq_3,0,272,128,296,152,288,384,444,1233,1736,0.401,medium,small,small,39.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/540.png,cvc_seq_26,0,84,52,185,229,288,384,13663,37953,50433,12.354,large,large,large,219.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/541.png,cvc_seq_26,0,143,50,205,161,288,384,5463,15175,19600,4.94,large,medium,medium,139.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/542.png,cvc_seq_26,0,119,71,185,190,288,384,6357,17658,22333,5.748,large,medium,medium,149.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/543.png,cvc_seq_26,0,189,34,276,174,288,384,9204,25567,34467,8.322,large,medium,medium,180.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/544.png,cvc_seq_26,0,94,44,199,213,288,384,14066,39072,50056,12.719,large,large,large,223.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/545.png,cvc_seq_26,0,113,66,182,183,288,384,6278,17439,22944,5.677,large,medium,medium,149.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/546.png,cvc_seq_26,0,134,50,207,160,288,384,6015,16708,22817,5.439,large,medium,medium,145.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/547.png,cvc_seq_27,0,187,134,230,177,288,384,1429,3969,5378,1.292,medium,medium,small,71.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/547.png,cvc_seq_27,1,49,176,120,237,288,384,3386,9406,12400,3.062,large,medium,medium,109.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/548.png,cvc_seq_27,0,192,140,247,197,288,384,2483,6897,9022,2.245,medium,medium,small,93.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/548.png,cvc_seq_27,1,46,193,120,263,288,384,3987,11075,14792,3.605,large,medium,medium,118.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/549.png,cvc_seq_27,0,117,120,155,164,288,384,1172,3256,4875,1.06,medium,medium,small,64.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/549.png,cvc_seq_27,1,42,156,64,211,288,384,825,2292,3578,0.746,medium,small,small,54.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/55.png,cvc_seq_3,0,301,110,330,138,288,384,665,1847,2417,0.601,medium,small,small,48.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/550.png,cvc_seq_27,0,256,154,298,195,288,384,1414,3928,5017,1.279,medium,medium,small,70.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/550.png,cvc_seq_27,1,105,199,202,262,288,384,4714,13094,17422,4.263,large,medium,medium,129.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/551.png,cvc_seq_27,0,255,152,296,194,288,384,1353,3758,5017,1.223,medium,medium,small,69.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/551.png,cvc_seq_27,1,106,199,203,260,288,384,4830,13417,16878,4.367,large,medium,medium,130.7
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/552.png,cvc_seq_27,0,252,99,285,136,288,384,972,2700,3589,0.879,medium,small,small,58.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/552.png,cvc_seq_27,1,90,136,192,200,288,384,5255,14597,18597,4.752,large,medium,medium,136.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/553.png,cvc_seq_27,0,255,115,294,159,288,384,1366,3794,5000,1.235,medium,medium,small,69.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/553.png,cvc_seq_27,1,80,168,185,247,288,384,6526,18128,23556,5.901,large,medium,medium,151.9
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/554.png,cvc_seq_27,0,260,107,301,155,288,384,1566,4350,5717,1.416,medium,medium,small,74.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/554.png,cvc_seq_27,1,79,163,186,247,288,384,7276,20211,25500,6.579,large,medium,medium,160.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/555.png,cvc_seq_27,0,243,87,282,129,288,384,1211,3364,4778,1.095,medium,medium,small,65.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/555.png,cvc_seq_27,1,68,128,172,204,288,384,6149,17081,22458,5.56,large,medium,medium,147.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/556.png,cvc_seq_27,0,267,96,301,134,288,384,996,2767,3792,0.901,medium,small,small,59.4
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/556.png,cvc_seq_27,1,99,132,206,207,288,384,6175,17153,22800,5.584,large,medium,medium,147.8
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/557.png,cvc_seq_27,0,219,93,256,135,288,384,1213,3369,4539,1.097,medium,medium,small,65.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/557.png,cvc_seq_27,1,63,133,154,202,288,384,4596,12767,17889,4.156,large,medium,medium,127.5
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/558.png,cvc_seq_27,0,232,96,266,132,288,384,991,2753,3597,0.896,medium,small,small,59.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/558.png,cvc_seq_27,1,81,131,178,196,288,384,4716,13100,17967,4.264,large,medium,medium,129.1
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/559.png,cvc_seq_27,0,86,99,108,122,288,384,372,1033,1533,0.336,medium,small,small,36.3
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/56.png,cvc_seq_3,0,215,200,273,259,288,384,2826,7850,9833,2.555,medium,medium,small,100.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/560.png,cvc_seq_27,0,188,95,222,128,288,384,830,2306,3306,0.751,medium,small,small,54.2
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/560.png,cvc_seq_27,1,68,122,141,175,288,384,3120,8667,11100,2.821,medium,medium,medium,105.0
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/561.png,cvc_seq_27,0,183,110,227,152,288,384,1450,4028,5375,1.311,medium,medium,small,71.6
CVC-ClinicDB,/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/561.png,cvc_seq_27,1,54,144,136,213,288,384,4278,11883,16139,3.868,large,medium,medium,123.0
