dataset,image,mask,group_id,n_polyp,has_polyp,img_h,img_w
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju30k2z40ds308353kdew70n.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju30k2z40ds308353kdew70n.jpg,kvasir,1,1,528,618
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2ro5jqsy680988pi6qsujw.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2ro5jqsy680988pi6qsujw.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2qvuj1s9ok0835tp2k4ozh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2qvuj1s9ok0835tp2k4ozh.jpg,kvasir,1,1,531,605
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88l66no10s0850rsda7ej1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88l66no10s0850rsda7ej1.jpg,kvasir,1,1,530,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1hyolc7aqu0878rrkfn1lr.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1hyolc7aqu0878rrkfn1lr.jpg,kvasir,1,1,1070,1348
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3umoh1geet0817cmpef5am.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3umoh1geet0817cmpef5am.jpg,kvasir,1,1,531,599
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju41kd7yl4nm0850gil5qqwh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju41kd7yl4nm0850gil5qqwh.jpg,kvasir,1,1,531,535
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8d2q30tfhs0801n7lx77xl.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8d2q30tfhs0801n7lx77xl.jpg,kvasir,1,1,546,614
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ey10f2rvf0871bwbi9x82.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ey10f2rvf0871bwbi9x82.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cjyzkmjy8evns070165gf9dmq.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cjyzkmjy8evns070165gf9dmq.jpg,kvasir,1,1,576,720
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2u73dj53oz0878486k8k4b.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2u73dj53oz0878486k8k4b.jpg,kvasir,1,1,529,524
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju30bmab08bi0835mvlr6e0r.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju30bmab08bi0835mvlr6e0r.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6vvb8svhed0801jjcquh5e.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6vvb8svhed0801jjcquh5e.jpg,kvasir,1,1,530,604
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1d96gsv62d09881b3wecw2.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1d96gsv62d09881b3wecw2.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1g20bdwq6u0835e16xugcd.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1g20bdwq6u0835e16xugcd.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2nqapmzvk20801f9us40dx.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2nqapmzvk20801f9us40dx.jpg,kvasir,2,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2tpfa5uyx408359datxqqj.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2tpfa5uyx408359datxqqj.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zdhsczmn50988z64qwg2q.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2zdhsczmn50988z64qwg2q.jpg,kvasir,2,1,530,598
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7do8c72dbo0801vxfzxdc4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7do8c72dbo0801vxfzxdc4.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju85plp7lmkw0850rx42jdpf.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju85plp7lmkw0850rx42jdpf.jpg,kvasir,1,1,530,596
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8c5223s8j80850b4kealt4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8c5223s8j80850b4kealt4.jpg,kvasir,1,1,529,619
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju85hguellg50818kwu3s8d1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju85hguellg50818kwu3s8d1.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8ashhnquqr0801rwduzt7d.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8ashhnquqr0801rwduzt7d.jpg,kvasir,1,1,1011,1220
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2yi9tz8vky0801yqip0xyl.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2yi9tz8vky0801yqip0xyl.jpg,kvasir,1,1,528,616
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3wstckialg0871xs0vevsj.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3wstckialg0871xs0vevsj.jpg,kvasir,1,1,529,564
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2ysg748ru80878sp6j0gm0.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2ysg748ru80878sp6j0gm0.jpg,kvasir,1,1,547,572
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3xiic0ilzp0850lusrb42j.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3xiic0ilzp0850lusrb42j.jpg,kvasir,1,1,530,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1dnz61vfp40988e78bkjga.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1dnz61vfp40988e78bkjga.jpg,kvasir,1,1,547,627
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8adb60qbiu080188mxpf8d.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8adb60qbiu080188mxpf8d.jpg,kvasir,1,1,528,623
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju35740hzm0g0993zl5ic246.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju35740hzm0g0993zl5ic246.jpg,kvasir,1,1,474,557
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7bgnvb1sf808717qa799ir.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7bgnvb1sf808717qa799ir.jpg,kvasir,1,1,528,590
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5o1vu9gz8a0818eyy92bns.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5o1vu9gz8a0818eyy92bns.jpg,kvasir,1,1,547,421
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2tjrog4jy30878pawyazqc.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2tjrog4jy30878pawyazqc.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2i6acqvo6l0799u20fift8.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2i6acqvo6l0799u20fift8.jpg,kvasir,1,1,546,623
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6xmqd9w0250817l5kxfnsk.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6xmqd9w0250817l5kxfnsk.jpg,kvasir,1,1,530,494
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju85rkbnlo1c08503uxcpax1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju85rkbnlo1c08503uxcpax1.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7eea9b2m0z0801ynqv1fqu.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7eea9b2m0z0801ynqv1fqu.jpg,kvasir,2,1,1012,1224
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju426tomlhll0818fc0i7nvh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju426tomlhll0818fc0i7nvh.jpg,kvasir,1,1,528,611
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju0u2g7pmnux0801vkk47ivj.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju0u2g7pmnux0801vkk47ivj.jpg,kvasir,1,1,530,611
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1dia8hvc6v098827mgffnm.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1dia8hvc6v098827mgffnm.jpg,kvasir,1,1,528,616
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7f5ghb2r5s0801chwkxxh9.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7f5ghb2r5s0801chwkxxh9.jpg,kvasir,1,1,1010,1220
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1cbokpuiw70988j4lq1fpi.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1cbokpuiw70988j4lq1fpi.jpg,kvasir,1,1,529,615
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5wkonqlrl409877y8zvnub.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5wkonqlrl409877y8zvnub.jpg,kvasir,1,1,547,627
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1fyb1d69et0878muzdak9u.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1fyb1d69et0878muzdak9u.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1dq3x1vgx109889c7wyirg.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1dq3x1vgx109889c7wyirg.jpg,kvasir,1,1,513,617
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2ntxtdzlvu0799xl3j9pan.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2ntxtdzlvu0799xl3j9pan.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5ew4h9cqaf0818rrczkmqh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5ew4h9cqaf0818rrczkmqh.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ehljc2or70871261br8ai.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ehljc2or70871261br8ai.jpg,kvasir,1,1,531,569
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju422cm8lfxn0818ojicxejb.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju422cm8lfxn0818ojicxejb.jpg,kvasir,1,1,531,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2urqpwvxw70835rvndvtsi.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2urqpwvxw70835rvndvtsi.jpg,kvasir,1,1,474,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88nroho44508500129f1nh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88nroho44508500129f1nh.jpg,kvasir,1,1,530,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5vzjoslpj708186z2fusmz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5vzjoslpj708186z2fusmz.jpg,kvasir,1,1,496,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju35ldepdtlm0801yv79y8vu.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju35ldepdtlm0801yv79y8vu.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju16d65tzw9d0799ouslsw25.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju16d65tzw9d0799ouslsw25.jpg,kvasir,1,1,530,481
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju843yjskhq30818qre4rwm2.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju843yjskhq30818qre4rwm2.jpg,kvasir,1,1,437,547
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2lcyfgkf5809932fn9gucn.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2lcyfgkf5809932fn9gucn.jpg,kvasir,1,1,530,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ajnbo1gvm098749rdouk0.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ajnbo1gvm098749rdouk0.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7f6cqy2ur20818t1saazbm.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7f6cqy2ur20818t1saazbm.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3u39fog1bo0871lxjrabks.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3u39fog1bo0871lxjrabks.jpg,kvasir,1,1,1010,1205
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8a3nhbpwnb0850d37fo2na.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8a3nhbpwnb0850d37fo2na.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7bd1qu1mx409877xjxibox.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7bd1qu1mx409877xjxibox.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5es375cnzy0801nkq35ffs.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5es375cnzy0801nkq35ffs.jpg,kvasir,1,1,528,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7b2l561oas0871decgslaf.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7b2l561oas0871decgslaf.jpg,kvasir,1,1,531,569
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2i8br1vqtd08784u6vmcjk.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2i8br1vqtd08784u6vmcjk.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju83u9ftk3ni0987qnhlcinv.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju83u9ftk3ni0987qnhlcinv.jpg,kvasir,1,1,476,576
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7flevb2wii08188otgs9p2.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7flevb2wii08188otgs9p2.jpg,kvasir,1,1,528,600
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2uokeg5jm20799xwgsyz89.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2uokeg5jm20799xwgsyz89.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7d5m0p23kn09871rk7pu3v.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7d5m0p23kn09871rk7pu3v.jpg,kvasir,1,1,531,563
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2rnkt22xep0801as160g9t.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2rnkt22xep0801as160g9t.jpg,kvasir,2,1,454,558
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5udcufki0s09874ll1dbr5.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5udcufki0s09874ll1dbr5.jpg,kvasir,1,1,531,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7b5afm1nfw0801xqm8bf8q.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7b5afm1nfw0801xqm8bf8q.jpg,kvasir,1,1,531,599
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5b9oyda4yr0850g9viziyv.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5b9oyda4yr0850g9viziyv.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5xopi0md7q0871r1sjc1av.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5xopi0md7q0871r1sjc1av.jpg,kvasir,1,1,546,568
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7avvi51iox0817ym55y6tt.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7avvi51iox0817ym55y6tt.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju35c4wzdhow0799h6eq4sgs.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju35c4wzdhow0799h6eq4sgs.jpg,kvasir,1,1,531,599
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7b10ce1mnm08011c5bwyr4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7b10ce1mnm08011c5bwyr4.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2yljr0yzhw0988ecf271ly.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2yljr0yzhw0988ecf271ly.jpg,kvasir,1,1,1009,1220
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3tx1qyg0c907552fglumhc.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3tx1qyg0c907552fglumhc.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1cu1u2474n0878tt7v4tdr.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1cu1u2474n0878tt7v4tdr.jpg,kvasir,2,1,531,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zrojo9kcd0878ld2epejq.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2zrojo9kcd0878ld2epejq.jpg,kvasir,1,1,531,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5u8gz4kj5b07552e2wpkwp.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5u8gz4kj5b07552e2wpkwp.jpg,kvasir,1,1,531,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88gx09o2vk0818610zody3.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88gx09o2vk0818610zody3.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88oh0po9gq0801nge4tgr1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88oh0po9gq0801nge4tgr1.jpg,kvasir,1,1,531,604
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3yb47cj1xq0817zfotbni4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3yb47cj1xq0817zfotbni4.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju32l161bi1v07990vm376in.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju32l161bi1v07990vm376in.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5yimthmlv80850zhoc90c2.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5yimthmlv80850zhoc90c2.jpg,kvasir,1,1,528,590
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/ck2bxpfgxu2mk0748gsh7xelu.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/ck2bxpfgxu2mk0748gsh7xelu.jpg,kvasir,1,1,531,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1fmsyf6gxb0801cimx2gle.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1fmsyf6gxb0801cimx2gle.jpg,kvasir,1,1,531,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju15jr8jz8sb0855ukmkswkz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju15jr8jz8sb0855ukmkswkz.jpg,kvasir,1,1,528,594
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju41p90plcsx08018cnzpndc.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju41p90plcsx08018cnzpndc.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cjyzu3reghjya0794w7pwoi50.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cjyzu3reghjya0794w7pwoi50.jpg,kvasir,1,1,576,720
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ejm2l2ncl0801wq6y84nw.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ejm2l2ncl0801wq6y84nw.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju849c23kgnk0817cgv2hw1e.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju849c23kgnk0817cgv2hw1e.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1f5x1164xv08555654c24r.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1f5x1164xv08555654c24r.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8b8yair65w09878pyqtr96.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8b8yair65w09878pyqtr96.jpg,kvasir,1,1,529,520
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8bqxxurs6i0850mu7mtef9.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8bqxxurs6i0850mu7mtef9.jpg,kvasir,1,1,528,600
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju15mhjczc8z0801kit5c6di.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju15mhjczc8z0801kit5c6di.jpg,kvasir,1,1,546,624
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7dlk532dsh0871zvr6qz0r.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7dlk532dsh0871zvr6qz0r.jpg,kvasir,1,1,547,627
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8c9akjsdjj0850s67uzlxq.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8c9akjsdjj0850s67uzlxq.jpg,kvasir,1,1,518,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2lejzcy4pc0878c9rlonot.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2lejzcy4pc0878c9rlonot.jpg,kvasir,1,1,530,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88v2f9oi8w0871hx9auh01.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88v2f9oi8w0871hx9auh01.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2lyynuymli0855g7fxgbhe.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2lyynuymli0855g7fxgbhe.jpg,kvasir,1,1,519,612
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8c1a0ws7o208181c6lbsom.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8c1a0ws7o208181c6lbsom.jpg,kvasir,1,1,546,625
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8bssulrrcy0987h1vq5060.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8bssulrrcy0987h1vq5060.jpg,kvasir,1,1,531,548
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zkpdl9h7t0799ix60teqg.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2zkpdl9h7t0799ix60teqg.jpg,kvasir,1,1,528,611
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1amqw6p8pw0993d9gc5crl.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1amqw6p8pw0993d9gc5crl.jpg,kvasir,1,1,547,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7dqcwi2dz00850gcmr2ert.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7dqcwi2dz00850gcmr2ert.jpg,kvasir,1,1,528,622
