dataset,image_path,mask_path,group_id,grouping_level,split
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ddda9bkkt0850enzwatb1.jpg,C:\VISKOM\kvasir-seg\masks\cju5ddda9bkkt0850enzwatb1.jpg,KvasirSEG_cju5ddda9bkkt0850enzwatb1,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5eftctcdbj08712gdp989f.jpg,C:\VISKOM\kvasir-seg\masks\cju5eftctcdbj08712gdp989f.jpg,KvasirSEG_cju5eftctcdbj08712gdp989f,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ekty5ckzf07550c9u3ckk.jpg,C:\VISKOM\kvasir-seg\masks\cju5ekty5ckzf07550c9u3ckk.jpg,KvasirSEG_cju5ekty5ckzf07550c9u3ckk,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5enq1tcn1i0755hnkon787.jpg,C:\VISKOM\kvasir-seg\masks\cju5enq1tcn1i0755hnkon787.jpg,KvasirSEG_cju5enq1tcn1i0755hnkon787,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5eq8c8ck690850vix98hv3.jpg,C:\VISKOM\kvasir-seg\masks\cju5eq8c8ck690850vix98hv3.jpg,KvasirSEG_cju5eq8c8ck690850vix98hv3,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5es375cnzy0801nkq35ffs.jpg,C:\VISKOM\kvasir-seg\masks\cju5es375cnzy0801nkq35ffs.jpg,KvasirSEG_cju5es375cnzy0801nkq35ffs,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ew4h9cqaf0818rrczkmqh.jpg,C:\VISKOM\kvasir-seg\masks\cju5ew4h9cqaf0818rrczkmqh.jpg,KvasirSEG_cju5ew4h9cqaf0818rrczkmqh,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5eyfe9cpk90987laa7tsl3.jpg,C:\VISKOM\kvasir-seg\masks\cju5eyfe9cpk90987laa7tsl3.jpg,KvasirSEG_cju5eyfe9cpk90987laa7tsl3,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5f0dezct4q08183ydw11dx.jpg,C:\VISKOM\kvasir-seg\masks\cju5f0dezct4q08183ydw11dx.jpg,KvasirSEG_cju5f0dezct4q08183ydw11dx,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5f26ebcuai0818xlwh6116.jpg,C:\VISKOM\kvasir-seg\masks\cju5f26ebcuai0818xlwh6116.jpg,KvasirSEG_cju5f26ebcuai0818xlwh6116,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5f8hxdcxxn08188obby0ea.jpg,C:\VISKOM\kvasir-seg\masks\cju5f8hxdcxxn08188obby0ea.jpg,KvasirSEG_cju5f8hxdcxxn08188obby0ea,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fb86jd1jp0755b1ukbhq5.jpg,C:\VISKOM\kvasir-seg\masks\cju5fb86jd1jp0755b1ukbhq5.jpg,KvasirSEG_cju5fb86jd1jp0755b1ukbhq5,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fi0yxd3ei0801v7u0yudn.jpg,C:\VISKOM\kvasir-seg\masks\cju5fi0yxd3ei0801v7u0yudn.jpg,KvasirSEG_cju5fi0yxd3ei0801v7u0yudn,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fs6j6d8350801vglraq4u.jpg,C:\VISKOM\kvasir-seg\masks\cju5fs6j6d8350801vglraq4u.jpg,KvasirSEG_cju5fs6j6d8350801vglraq4u,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ft6mcd5q40987rhjgbrr6.jpg,C:\VISKOM\kvasir-seg\masks\cju5ft6mcd5q40987rhjgbrr6.jpg,KvasirSEG_cju5ft6mcd5q40987rhjgbrr6,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fu081d8gc0818l3yylujk.jpg,C:\VISKOM\kvasir-seg\masks\cju5fu081d8gc0818l3yylujk.jpg,KvasirSEG_cju5fu081d8gc0818l3yylujk,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fw37edaae0801vkwvocn7.jpg,C:\VISKOM\kvasir-seg\masks\cju5fw37edaae0801vkwvocn7.jpg,KvasirSEG_cju5fw37edaae0801vkwvocn7,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5fydrud94708507vo6oy21.jpg,C:\VISKOM\kvasir-seg\masks\cju5fydrud94708507vo6oy21.jpg,KvasirSEG_cju5fydrud94708507vo6oy21,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5g163vd6mt0817uccuga6u.jpg,C:\VISKOM\kvasir-seg\masks\cju5g163vd6mt0817uccuga6u.jpg,KvasirSEG_cju5g163vd6mt0817uccuga6u,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5gucasds9d0801019axylx.jpg,C:\VISKOM\kvasir-seg\masks\cju5gucasds9d0801019axylx.jpg,KvasirSEG_cju5gucasds9d0801019axylx,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5h57xedz5h0755mjpc8694.jpg,C:\VISKOM\kvasir-seg\masks\cju5h57xedz5h0755mjpc8694.jpg,KvasirSEG_cju5h57xedz5h0755mjpc8694,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hi52odyf90817prvcwg45.jpg,C:\VISKOM\kvasir-seg\masks\cju5hi52odyf90817prvcwg45.jpg,KvasirSEG_cju5hi52odyf90817prvcwg45,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hjxaae3i40850h5z2laf5.jpg,C:\VISKOM\kvasir-seg\masks\cju5hjxaae3i40850h5z2laf5.jpg,KvasirSEG_cju5hjxaae3i40850h5z2laf5,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hl8nee8a40755fm8qjj0o.jpg,C:\VISKOM\kvasir-seg\masks\cju5hl8nee8a40755fm8qjj0o.jpg,KvasirSEG_cju5hl8nee8a40755fm8qjj0o,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hqz50e7o90850e0prlpa0.jpg,C:\VISKOM\kvasir-seg\masks\cju5hqz50e7o90850e0prlpa0.jpg,KvasirSEG_cju5hqz50e7o90850e0prlpa0,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ht88gedbu0755xrcuddcx.jpg,C:\VISKOM\kvasir-seg\masks\cju5ht88gedbu0755xrcuddcx.jpg,KvasirSEG_cju5ht88gedbu0755xrcuddcx,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5huurrecm70801y680y13m.jpg,C:\VISKOM\kvasir-seg\masks\cju5huurrecm70801y680y13m.jpg,KvasirSEG_cju5huurrecm70801y680y13m,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hwonqedw10801vsd3w6kk.jpg,C:\VISKOM\kvasir-seg\masks\cju5hwonqedw10801vsd3w6kk.jpg,KvasirSEG_cju5hwonqedw10801vsd3w6kk,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5hyi9yegob0755ho3do8en.jpg,C:\VISKOM\kvasir-seg\masks\cju5hyi9yegob0755ho3do8en.jpg,KvasirSEG_cju5hyi9yegob0755ho3do8en,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5i39mreass0817au8p22zy.jpg,C:\VISKOM\kvasir-seg\masks\cju5i39mreass0817au8p22zy.jpg,KvasirSEG_cju5i39mreass0817au8p22zy,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5i5oh2efg60987ez6cpf72.jpg,C:\VISKOM\kvasir-seg\masks\cju5i5oh2efg60987ez6cpf72.jpg,KvasirSEG_cju5i5oh2efg60987ez6cpf72,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5jx7jzf7c90871c2i9aiov.jpg,C:\VISKOM\kvasir-seg\masks\cju5jx7jzf7c90871c2i9aiov.jpg,KvasirSEG_cju5jx7jzf7c90871c2i9aiov,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5jz5fff8c50871hbe6108f.jpg,C:\VISKOM\kvasir-seg\masks\cju5jz5fff8c50871hbe6108f.jpg,KvasirSEG_cju5jz5fff8c50871hbe6108f,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5k3j3uf6de0817hszzfr7n.jpg,C:\VISKOM\kvasir-seg\masks\cju5k3j3uf6de0817hszzfr7n.jpg,KvasirSEG_cju5k3j3uf6de0817hszzfr7n,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5k503sfa5f0871lx0rpu5y.jpg,C:\VISKOM\kvasir-seg\masks\cju5k503sfa5f0871lx0rpu5y.jpg,KvasirSEG_cju5k503sfa5f0871lx0rpu5y,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5k7r0yf98c09878csbxb4d.jpg,C:\VISKOM\kvasir-seg\masks\cju5k7r0yf98c09878csbxb4d.jpg,KvasirSEG_cju5k7r0yf98c09878csbxb4d,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5klveuff6w0871wbibgh3m.jpg,C:\VISKOM\kvasir-seg\masks\cju5klveuff6w0871wbibgh3m.jpg,KvasirSEG_cju5klveuff6w0871wbibgh3m,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5knbbqfipk080128cggukq.jpg,C:\VISKOM\kvasir-seg\masks\cju5knbbqfipk080128cggukq.jpg,KvasirSEG_cju5knbbqfipk080128cggukq,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5kre09fhka0850h7b1898j.jpg,C:\VISKOM\kvasir-seg\masks\cju5kre09fhka0850h7b1898j.jpg,KvasirSEG_cju5kre09fhka0850h7b1898j,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ktjwofed70817eg58ef7u.jpg,C:\VISKOM\kvasir-seg\masks\cju5ktjwofed70817eg58ef7u.jpg,KvasirSEG_cju5ktjwofed70817eg58ef7u,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5nxkujgscq0817l9gss626.jpg,C:\VISKOM\kvasir-seg\masks\cju5nxkujgscq0817l9gss626.jpg,KvasirSEG_cju5nxkujgscq0817l9gss626,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5nyu31gv8e0871zpk74a2n.jpg,C:\VISKOM\kvasir-seg\masks\cju5nyu31gv8e0871zpk74a2n.jpg,KvasirSEG_cju5nyu31gv8e0871zpk74a2n,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5o1vu9gz8a0818eyy92bns.jpg,C:\VISKOM\kvasir-seg\masks\cju5o1vu9gz8a0818eyy92bns.jpg,KvasirSEG_cju5o1vu9gz8a0818eyy92bns,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5o4pk9h0720755lgp9jq8m.jpg,C:\VISKOM\kvasir-seg\masks\cju5o4pk9h0720755lgp9jq8m.jpg,KvasirSEG_cju5o4pk9h0720755lgp9jq8m,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5tenjojp1j0755ms4949h2.jpg,C:\VISKOM\kvasir-seg\masks\cju5tenjojp1j0755ms4949h2.jpg,KvasirSEG_cju5tenjojp1j0755ms4949h2,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5tgbzhjllu08174ca41eus.jpg,C:\VISKOM\kvasir-seg\masks\cju5tgbzhjllu08174ca41eus.jpg,KvasirSEG_cju5tgbzhjllu08174ca41eus,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5thdbrjp1108715xdfx356.jpg,C:\VISKOM\kvasir-seg\masks\cju5thdbrjp1108715xdfx356.jpg,KvasirSEG_cju5thdbrjp1108715xdfx356,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5u4pywk81x0817vn9pe14z.jpg,C:\VISKOM\kvasir-seg\masks\cju5u4pywk81x0817vn9pe14z.jpg,KvasirSEG_cju5u4pywk81x0817vn9pe14z,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5u6wf0kh1t0755bg1ssixv.jpg,C:\VISKOM\kvasir-seg\masks\cju5u6wf0kh1t0755bg1ssixv.jpg,KvasirSEG_cju5u6wf0kh1t0755bg1ssixv,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5u8gz4kj5b07552e2wpkwp.jpg,C:\VISKOM\kvasir-seg\masks\cju5u8gz4kj5b07552e2wpkwp.jpg,KvasirSEG_cju5u8gz4kj5b07552e2wpkwp,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5udcufki0s09874ll1dbr5.jpg,C:\VISKOM\kvasir-seg\masks\cju5udcufki0s09874ll1dbr5.jpg,KvasirSEG_cju5udcufki0s09874ll1dbr5,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ufn3skquf0818dhapnhba.jpg,C:\VISKOM\kvasir-seg\masks\cju5ufn3skquf0818dhapnhba.jpg,KvasirSEG_cju5ufn3skquf0818dhapnhba,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5uget8krjy0818kvywd0zu.jpg,C:\VISKOM\kvasir-seg\masks\cju5uget8krjy0818kvywd0zu.jpg,KvasirSEG_cju5uget8krjy0818kvywd0zu,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5uhrdwkmsu0817ervv91l8.jpg,C:\VISKOM\kvasir-seg\masks\cju5uhrdwkmsu0817ervv91l8.jpg,KvasirSEG_cju5uhrdwkmsu0817ervv91l8,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ukkg6kv7u08011x2b6zl5.jpg,C:\VISKOM\kvasir-seg\masks\cju5ukkg6kv7u08011x2b6zl5.jpg,KvasirSEG_cju5ukkg6kv7u08011x2b6zl5,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5uxjnol2r509871qv2yeia.jpg,C:\VISKOM\kvasir-seg\masks\cju5uxjnol2r509871qv2yeia.jpg,KvasirSEG_cju5uxjnol2r509871qv2yeia,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5uzmaol56l0817flxh4w9p.jpg,C:\VISKOM\kvasir-seg\masks\cju5uzmaol56l0817flxh4w9p.jpg,KvasirSEG_cju5uzmaol56l0817flxh4w9p,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5v8pgplg6k0755rvi2t63h.jpg,C:\VISKOM\kvasir-seg\masks\cju5v8pgplg6k0755rvi2t63h.jpg,KvasirSEG_cju5v8pgplg6k0755rvi2t63h,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vbo6jldrt0871jf6f1700.jpg,C:\VISKOM\kvasir-seg\masks\cju5vbo6jldrt0871jf6f1700.jpg,KvasirSEG_cju5vbo6jldrt0871jf6f1700,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vcmrqla7i0817x4sp4pqw.jpg,C:\VISKOM\kvasir-seg\masks\cju5vcmrqla7i0817x4sp4pqw.jpg,KvasirSEG_cju5vcmrqla7i0817x4sp4pqw,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vgawslbe30987ndeepc1b.jpg,C:\VISKOM\kvasir-seg\masks\cju5vgawslbe30987ndeepc1b.jpg,KvasirSEG_cju5vgawslbe30987ndeepc1b,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vi4nxlc530817uoqm2m7a.jpg,C:\VISKOM\kvasir-seg\masks\cju5vi4nxlc530817uoqm2m7a.jpg,KvasirSEG_cju5vi4nxlc530817uoqm2m7a,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5von04litr08718j8po40a.jpg,C:\VISKOM\kvasir-seg\masks\cju5von04litr08718j8po40a.jpg,KvasirSEG_cju5von04litr08718j8po40a,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vutu7ll8w0871dfp92n9p.jpg,C:\VISKOM\kvasir-seg\masks\cju5vutu7ll8w0871dfp92n9p.jpg,KvasirSEG_cju5vutu7ll8w0871dfp92n9p,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vwbr4lhqn0987a1pji0ux.jpg,C:\VISKOM\kvasir-seg\masks\cju5vwbr4lhqn0987a1pji0ux.jpg,KvasirSEG_cju5vwbr4lhqn0987a1pji0ux,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vxuc5loxw0818u8xgf45p.jpg,C:\VISKOM\kvasir-seg\masks\cju5vxuc5loxw0818u8xgf45p.jpg,KvasirSEG_cju5vxuc5loxw0818u8xgf45p,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5vzjoslpj708186z2fusmz.jpg,C:\VISKOM\kvasir-seg\masks\cju5vzjoslpj708186z2fusmz.jpg,KvasirSEG_cju5vzjoslpj708186z2fusmz,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5w7xn0lrkq0801f9k0htgx.jpg,C:\VISKOM\kvasir-seg\masks\cju5w7xn0lrkq0801f9k0htgx.jpg,KvasirSEG_cju5w7xn0lrkq0801f9k0htgx,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5waeduln160817w0agirve.jpg,C:\VISKOM\kvasir-seg\masks\cju5waeduln160817w0agirve.jpg,KvasirSEG_cju5waeduln160817w0agirve,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wcc90lu020850mjrxppv6.jpg,C:\VISKOM\kvasir-seg\masks\cju5wcc90lu020850mjrxppv6.jpg,KvasirSEG_cju5wcc90lu020850mjrxppv6,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wi6bqlxy90755bu227nvb.jpg,C:\VISKOM\kvasir-seg\masks\cju5wi6bqlxy90755bu227nvb.jpg,KvasirSEG_cju5wi6bqlxy90755bu227nvb,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wj0faly5008187n6530af.jpg,C:\VISKOM\kvasir-seg\masks\cju5wj0faly5008187n6530af.jpg,KvasirSEG_cju5wj0faly5008187n6530af,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wkonqlrl409877y8zvnub.jpg,C:\VISKOM\kvasir-seg\masks\cju5wkonqlrl409877y8zvnub.jpg,KvasirSEG_cju5wkonqlrl409877y8zvnub,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wmvsdlx1j0871npgj8j4b.jpg,C:\VISKOM\kvasir-seg\masks\cju5wmvsdlx1j0871npgj8j4b.jpg,KvasirSEG_cju5wmvsdlx1j0871npgj8j4b,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5woy82m07m08505dmjg7g1.jpg,C:\VISKOM\kvasir-seg\masks\cju5woy82m07m08505dmjg7g1.jpg,KvasirSEG_cju5woy82m07m08505dmjg7g1,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wphwwlu3m0987hh3ltg88.jpg,C:\VISKOM\kvasir-seg\masks\cju5wphwwlu3m0987hh3ltg88.jpg,KvasirSEG_cju5wphwwlu3m0987hh3ltg88,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wqonpm0e60801z88ewmy1.jpg,C:\VISKOM\kvasir-seg\masks\cju5wqonpm0e60801z88ewmy1.jpg,KvasirSEG_cju5wqonpm0e60801z88ewmy1,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wrapcm2290818jsh26ppb.jpg,C:\VISKOM\kvasir-seg\masks\cju5wrapcm2290818jsh26ppb.jpg,KvasirSEG_cju5wrapcm2290818jsh26ppb,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wrrs0m2af0818vmnajbtw.jpg,C:\VISKOM\kvasir-seg\masks\cju5wrrs0m2af0818vmnajbtw.jpg,KvasirSEG_cju5wrrs0m2af0818vmnajbtw,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wtdu4m0im0871mix0yvc0.jpg,C:\VISKOM\kvasir-seg\masks\cju5wtdu4m0im0871mix0yvc0.jpg,KvasirSEG_cju5wtdu4m0im0871mix0yvc0,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5wuhm1lwm40987vugqn3vv.jpg,C:\VISKOM\kvasir-seg\masks\cju5wuhm1lwm40987vugqn3vv.jpg,KvasirSEG_cju5wuhm1lwm40987vugqn3vv,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5x00l6m5j608503k78ptee.jpg,C:\VISKOM\kvasir-seg\masks\cju5x00l6m5j608503k78ptee.jpg,KvasirSEG_cju5x00l6m5j608503k78ptee,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5x15djm7ae0755h8czf6nt.jpg,C:\VISKOM\kvasir-seg\masks\cju5x15djm7ae0755h8czf6nt.jpg,KvasirSEG_cju5x15djm7ae0755h8czf6nt,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5x28nzm7t907558ocq4bt7.jpg,C:\VISKOM\kvasir-seg\masks\cju5x28nzm7t907558ocq4bt7.jpg,KvasirSEG_cju5x28nzm7t907558ocq4bt7,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5x7iskmad90818frchyfwd.jpg,C:\VISKOM\kvasir-seg\masks\cju5x7iskmad90818frchyfwd.jpg,KvasirSEG_cju5x7iskmad90818frchyfwd,image,val
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5xjn5mm78b09871spyqhhr.jpg,C:\VISKOM\kvasir-seg\masks\cju5xjn5mm78b09871spyqhhr.jpg,KvasirSEG_cju5xjn5mm78b09871spyqhhr,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5xkwzxmf0z0818gk4xabdm.jpg,C:\VISKOM\kvasir-seg\masks\cju5xkwzxmf0z0818gk4xabdm.jpg,KvasirSEG_cju5xkwzxmf0z0818gk4xabdm,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5xneamme2p0801qdf7fdwv.jpg,C:\VISKOM\kvasir-seg\masks\cju5xneamme2p0801qdf7fdwv.jpg,KvasirSEG_cju5xneamme2p0801qdf7fdwv,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5xopi0md7q0871r1sjc1av.jpg,C:\VISKOM\kvasir-seg\masks\cju5xopi0md7q0871r1sjc1av.jpg,KvasirSEG_cju5xopi0md7q0871r1sjc1av,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5xq3tdm9fn0987pbedxdg5.jpg,C:\VISKOM\kvasir-seg\masks\cju5xq3tdm9fn0987pbedxdg5.jpg,KvasirSEG_cju5xq3tdm9fn0987pbedxdg5,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5y4hgqmk0i08180rjhbwvp.jpg,C:\VISKOM\kvasir-seg\masks\cju5y4hgqmk0i08180rjhbwvp.jpg,KvasirSEG_cju5y4hgqmk0i08180rjhbwvp,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5y7buemcw80987p0r30g9f.jpg,C:\VISKOM\kvasir-seg\masks\cju5y7buemcw80987p0r30g9f.jpg,KvasirSEG_cju5y7buemcw80987p0r30g9f,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5y84q3mdv50817eyp82xf3.jpg,C:\VISKOM\kvasir-seg\masks\cju5y84q3mdv50817eyp82xf3.jpg,KvasirSEG_cju5y84q3mdv50817eyp82xf3,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5yclrymlgj0818k426ud6z.jpg,C:\VISKOM\kvasir-seg\masks\cju5yclrymlgj0818k426ud6z.jpg,KvasirSEG_cju5yclrymlgj0818k426ud6z,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5yeqiwmkgl0801fzv2douc.jpg,C:\VISKOM\kvasir-seg\masks\cju5yeqiwmkgl0801fzv2douc.jpg,KvasirSEG_cju5yeqiwmkgl0801fzv2douc,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ygh1zmmdi0755uod5e17i.jpg,C:\VISKOM\kvasir-seg\masks\cju5ygh1zmmdi0755uod5e17i.jpg,KvasirSEG_cju5ygh1zmmdi0755uod5e17i,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5yhgznmkzb0801cji2vi8j.jpg,C:\VISKOM\kvasir-seg\masks\cju5yhgznmkzb0801cji2vi8j.jpg,KvasirSEG_cju5yhgznmkzb0801cji2vi8j,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5yimthmlv80850zhoc90c2.jpg,C:\VISKOM\kvasir-seg\masks\cju5yimthmlv80850zhoc90c2.jpg,KvasirSEG_cju5yimthmlv80850zhoc90c2,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5yjq1pmlgc0801z0t24bly.jpg,C:\VISKOM\kvasir-seg\masks\cju5yjq1pmlgc0801z0t24bly.jpg,KvasirSEG_cju5yjq1pmlgc0801z0t24bly,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju5ymyd8mmdc0801ry3by1xr.jpg,C:\VISKOM\kvasir-seg\masks\cju5ymyd8mmdc0801ry3by1xr.jpg,KvasirSEG_cju5ymyd8mmdc0801ry3by1xr,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6ur9l9v9jq0755paud9uka.jpg,C:\VISKOM\kvasir-seg\masks\cju6ur9l9v9jq0755paud9uka.jpg,KvasirSEG_cju6ur9l9v9jq0755paud9uka,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6us80mv1b50871ebyq2wxa.jpg,C:\VISKOM\kvasir-seg\masks\cju6us80mv1b50871ebyq2wxa.jpg,KvasirSEG_cju6us80mv1b50871ebyq2wxa,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6ut4l8va6y0755tyw3vfqq.jpg,C:\VISKOM\kvasir-seg\masks\cju6ut4l8va6y0755tyw3vfqq.jpg,KvasirSEG_cju6ut4l8va6y0755tyw3vfqq,image,test
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6uy20suzbl0987rzuhz7z9.jpg,C:\VISKOM\kvasir-seg\masks\cju6uy20suzbl0987rzuhz7z9.jpg,KvasirSEG_cju6uy20suzbl0987rzuhz7z9,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6uzxk0v83p0801rcwnexdu.jpg,C:\VISKOM\kvasir-seg\masks\cju6uzxk0v83p0801rcwnexdu.jpg,KvasirSEG_cju6uzxk0v83p0801rcwnexdu,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6v1m1xv07w09870ah3njy1.jpg,C:\VISKOM\kvasir-seg\masks\cju6v1m1xv07w09870ah3njy1.jpg,KvasirSEG_cju6v1m1xv07w09870ah3njy1,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6v3bb2v7xo085090blubyw.jpg,C:\VISKOM\kvasir-seg\masks\cju6v3bb2v7xo085090blubyw.jpg,KvasirSEG_cju6v3bb2v7xo085090blubyw,image,train
Kvasir-SEG,C:\VISKOM\kvasir-seg\images\cju6v4szov55u0871qmqz3v8n.jpg,C:\VISKOM\kvasir-seg\masks\cju6v4szov55u0871qmqz3v8n.jpg,KvasirSEG_cju6v4szov55u0871qmqz3v8n,image,test
